Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Structure	Adjacency	Type of Antecedent	Relativizer	RCSubj	RCSubjType	RClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
42623:39	"and, and if some of them are doing something that they shouldn't be *?* *t*-1 and then they have one of those toy guns in their hands"	something that they shouldn't be *?* *t*-1	that they shouldn't be *?* *t*-1	some of them	are	something	something	empty	copula	adjacent	pronoun	that	they	3pro	3		1083	" ""FEMALE"""	1962	28	" ""SOUTHERN"""	2	" ""CASH"""	67	168	A	2492	361	GARDENING	3	2	2
44297:5	"so all the persecution that they're sort of use to *t*-1 it, it's been, sort of like, you know."	all the persecution that they're sort of use to *t*-1 it	that they're sort of use to *t*-1 it	it	been	all	persecution	nonempty	copula	adjacent	definite	that	they	3pro	5		1225	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	1	" ""CASH"""	47	70	A	2504	355	ELECTIONS AND VOTING	3	2	1
44956:70	"i mean it doesn't have *-1 to be, it could be like a, a sign that they would put *t*-2 down at the end of your block. you know, or anything like that"	a sign that they would put *t*-2 down at the end of your block	that they would put *t*-2 down at the end of your block	it	been	a	sign	nonempty	copula	adjacent	indefinite	that	they	3pro	10		1106	" ""FEMALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	155	269	A	2510	351	PETS	2	2	2
46292:132	"and, and i don't know if it's, uh, the family, you know, thing where they're not bonding anymore *t*-1, where mothers are working all the time and, the kids aren't getting the attention that they need *t*-2 *t*-3, or the television."	the attention that they need *t*-2	that they need *t*-2	it	is	the	attention	nonempty	copula	adjacent	definite	that	they	3pro	2		1024	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	118	223	B	2526	320	BUYING A CAR	2	2	2
48919:22	"and the, uh, the guy, that they tried and convicted *t*-1 and sentenced *t*-1 him to death, you know, he's been on death row for like eight years."	"the guy, that they tried and convicted *t*-1 and sentenced *t*-1 him to death"	that they tried and convicted *t*-1 and sentenced *t*-1 him to death	he	been	the	guy	empty	copula	adjacent	definite	that	they	3pro	9		1053	" ""FEMALE"""	1967	23	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	77	122	B	2548	320	BUYING A CAR	1	2	1
50879:15	"but whether it's something that they can put *t*-1 to, to economic use later on is a different subject."	"something that they can put *t*-1 to, to economic use later on"	"that they can put *t*-1 to, to economic use later on"	it	is	something	something	empty	copula	adjacent	pronoun	that	they	3pro	9	counted reduplcation of words in RC length.  Not a cleft: it is referential.	1106	" ""FEMALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	61	93	A	2566	323	CHILD CARE	2	2	2
51099:43	what i've taken to *-1 doing *t*-2 lately is * calling the company that they report *t*-3	the company that they report *t*-3	that they report *t*-3	I	is	the	company	nonempty	copula	adjacent	definite	that	they	3pro	2		1027	" ""FEMALE"""	1961	29	" ""NORTH MIDLAND"""	2	" ""CASH"""	156	225	B	2566	323	CHILD CARE	2	2	2
53737:27	"the only, i think 0 the only thing that they would argue *t*-1 about that, is that, you know, every child needs *-2 to learn every subject."	the only thing that they would argue *t*-1 about that	that they would argue *t*-1 about that	the only thing that they would argue *t*-1 about that	is	the	thing	empty	copula	adjacent	unique	that	they	3pro	4		1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	4	9	A	2598	348	MOVIES	1	1	1
77569:19	"oh, well, that's the kind of thing that they will remember *t*-1, though."	the kind of thing that they will remember *t*-1	that they will remember *t*-1	that	is	the	kind	empty	copula	adjacent	definite	that	they	3pro	4		1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	110	131	B	2868	310	VACATION SPOTS	2	2	1
79646:18	"but, uh, this is a great project, that they're working on *t*-1"	"a great project, that they're working on *t*-1"	that they're working on *t*-1	this	is	a	project	nonempty	copula	adjacent	indefinite	that	they	3pro	2		1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	24	39	B	2896	350	PAINTING	1	2	1
85578:25	"and that's the way, the course that they should go *t*-1,"	the course that they should go *t*-1	that they should go *t*-1	that	is	the	course	nonempty	copula	adjacent	definite	that	they	3pro	3		1235	" ""FEMALE"""	1957	33	" ""NYC"""	3	" ""CASH"""	135	202	A	3020	310	VACATION SPOTS	1	1	1
88357:30	"and, uh, so that's the program that they're using *t*-1 there."	the program that they're using *t*-1 there	that they're using *t*-1 there	that	is	the	program	nonempty	copula	adjacent	definite	that	they	3pro	3		1264	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	67	108	A	3049	348	MOVIES	3	1	1
90066:66	"and, and so, it was, it was a much more intense book than the sort of flimflam that they cast *t*-1 off in the movie."	the sort of flimflam that they cast *t*-1 off in the movie	that they cast *t*-1 off in the movie	it	was	the	sort	empty	copula	adjacent	definite	that	they	3pro	6		1124	" ""MALE"""	1960	30	" ""NORTH MIDLAND"""	3	" ""CASH"""	17	24	A	3068	324	CHOOSING A COLLEGE	2	2	1
96023:9	"that's the only thing that they really do not,"	the only thing that they really do not	that they really do not	that	is	the	thing	empty	copula	adjacent	unique	that	they	3pro	4	I could not get a complete RC length because this is not a complete sentence.	1264	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	52	68	B	3097	329	WOMEN'S ROLES	3	3	1
97657:74	"and, uh, i think that, uh, in the long term that women are going *-1 to be able *-3 to have the recognition that they deserve *t*-2."	the recognition that they deserve *t*-2	that they deserve *t*-2	women	are	the	recognition	nonempty	copula	adjacent	definite	that	they	3pro	2		1288	" ""MALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	94	147	A	3111	312	CRIME	2	3	2
2192:03:00	"the other thing that we've done *t*-1, that, that *t*-2 was really nice 0 * to see *t*-3, we had one of the financial companies, um,"	"the other thing that we've done *t*-1, that, that *t*-2 was really nice 0 * to see *t*-3"	that we've done *t*-1	we	had	the	thing	empty	copula	adjacent	definite	that	we	1pro	2		1138	" ""FEMALE"""	1961	29	" ""SOUTH MIDLAND"""	2	" ""CASH"""	45	91	A	2022	357	FAMILY FINANCE	1	1	1
100749:23	"well i think, uh, 0 one thing that we'll see *t*-1 is that we won't be educating everybody."	one thing that we'll see *t*-1	that we'll see *t*-1	one thing that we'll see *t*-1	is	one	thing	empty	copula	adjacent	indefinite	that	we	1pro	2		1303	" ""FEMALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	123	163	A	3138	306	RECIPES/FOOD/COOKING	2	1	1
102382:9	that's the other one that we went to *t*-1 that night.	the other one that we went to *t*-1 that night	that we went to *t*-1 that night	that	is	the	one	empty	copula	adjacent	definite	that	we	1pro	5		1315	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	60	115	B	3148	302	AIR POLLUTION	1	1	1
103784:9	it's a husband and wife team that we've known *t*-1 for years	a husband and wife team that we've known *t*-1 for years	that we've known *t*-1 for years	it	is	a	team	nonempty	copula	adjacent	indefinite	that	we	1pro	4		1357	" ""FEMALE"""	1936	54	" ""NORTHERN"""	2	" ""CASH"""	29	42	A	3159	369	MAGAZINES	2	2	2
103973:36	"but, but, it just seems like on the larger scale that, you know, the, we always talk about *t*-1 in our society is that economic strife things"	"the larger scale that, you know, the, we always talk about *t*-1 in our society"	"that, you know, the, we always talk about *t*-1 in our society"	it	is	the	scale	nonempty	copula	adjacent	definite	that	we	1pro	10		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	14	56	B	3161	301	AIDS	2	2	3
105044:5	and the lake that we learned on *t*-1 was the smaller of the two that we had access to *t*-2	the two that we had access to *t*-2	 that we had access to *t*-2	the lake that we learned on *t*-1	was	the 	two	empty	copula	adjacent	definite	that	we	1pro	4		1379	" ""MALE"""	1933	57	" ""NORTHERN"""	2	" ""CASH"""	39	72	A	3186	316	RESTAURANTS	3	1	1
105044:5	and the lake that we learned on *t*-1 was the smaller of the two that we had access to *t*-2	the lake that we learned on *t*-1	that we learned on *t*-1	the lake that we learned on *t*-1	was	the	lake	nonempty	copula	adjacent	definite	that	we	1pro	3		1379	" ""MALE"""	1933	57	" ""NORTHERN"""	2	" ""CASH"""	39	72	A	3186	316	RESTAURANTS	3	1	1
114605:9	it's a gateway brand that we bought *t*-1 mainly for our children to have educational programs.	a gateway brand that we bought *t*-1 mainly for our children to have educational programs	that we bought *t*-1 mainly for our children to have educational programs	it	is	a	brand	nonempty	copula	adjacent	indefinite	that	we	1pro	10		1325	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	80	140	B	3304	364	HOBBIES AND CRAFTS	2	3	3
11534:13	i think 0 the last movie that we went out *-1 to see *t*-2 was dances with wolves.	the last movie that we went out *-1 to see *t*-2	that we went out *-1 to see *t*-2	the last movie that we went out *-1 to see *t*-2	was	the	movie	nonempty	copula	adjacent	unique	that	we	1pro	4		1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	24	56	B	2113	348	MOVIES	1	1	1
117386:68	"uh, so that was the thing that i, i noticed *t*-1 that, i know 0 a lot of people, lot of friends that we have *t*-2, they have a tendency * to do the same thing."	"a lot of people, lot of friends that we have *t*-2,"	"that we have *t*-2,"	they	have	a	friends	nonempty	copula	adjacent	indefinite	that	we	1pro	2		1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	20	23	B	3331	353	PUBLIC EDUCATION	2	1	1
121070:9	"it's a plant that we've had *t*-1 for probably twenty-five years that these were cuttings off of *t*-2, you know."	a plant that we've had *t*-1 for probably twenty-five years that these were cuttings off of *t*-2	that we've had *t*-1 for probably twenty-five years	it	is	a	plant	nonempty	copula	adjacent	indefinite	that	we	1pro	6		1414	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	99	152	A	3368	336	RIGHT TO PRIVACY	2	1	1
123837:37	i would say that our home is a very typical home for the area that we live in *t*-1.	the area that we live in *t*-1	that we live in *t*-1	our home	is	the	area	nonempty	copula	adjacent	definite	that	we	1pro	3		1057	" ""FEMALE"""	1963	27	" ""NORTH MIDLAND"""	2	" ""CASH"""	55	93	B	3409	304	CREDIT CARD USE	2	1	1
123914:12	"and, um, the area that we're settled *-1 in *t*-2 is, um, definitely young, young families with, with kids."	the area that we're settled *-1 in *t*-2	that we're settled *-1 in *t*-2	the area that we're settled *-1 in *t*-2	is	the	area	nonempty	copula	adjacent	definite	that	we	1pro	3		1057	" ""FEMALE"""	1963	27	" ""NORTH MIDLAND"""	2	" ""CASH"""	85	140	B	3409	304	CREDIT CARD USE	2	1	1
123948:12	"and that's the only thing that we don't like *t*-1 about *-2 living in texas, is 0 we miss all the beautiful trees and the fall"	the only thing that we don't like *t*-1 about *-2 living in texas	that we don't like *t*-1 about *-2 living in texas	the only thing we don't like about living in Texas	is	the	thing	empty	copula	adjacent	unique	that	we	1pro	7		1336	" ""FEMALE"""	1931	59	" ""SOUTH MIDLAND"""	2	" ""CASH"""	14	19	B	3411	320	BUYING A CAR	1	1	1
131033:3	the only thing that we were worried about *t*-1 was the air conditioner because they'd have it just running constantly with the doors and windows open.	the only thing that we were worried about *t*-1	that we were worried about *t*-1	the only thing that we were worried about *t*-1	was	the	thing	empty	copula	adjacent	unique	that	we	1pro	4		1168	" ""MALE"""	1949	41	" ""NORTH MIDLAND"""	2	" ""CASH"""	4	4	B	3541	340	TAXES	2	2	1
136527:38	"thing is, 0 we've, uh, the main thing that we've had *t*-1 with this house recently has been some, uh, squirming, i call it *, of the foundation."	the main thing that we've had *t*-1 with this house recently	that we've had *t*-1 with this house recently	the main thing that we've had *t*-1 with this house recently	have had	the	thing	empty	copula	adjacent	definite	that	we	1pro	6		1459	" ""MALE"""	1947	43	" ""SOUTH MIDLAND"""	2	" ""CASH"""	58	76	B	3646	353	PUBLIC EDUCATION	2	2	2
13784:83	"and i would imagine 0 if there are more of people like that with an opportunity that, that's a possibility of a change that we could see *t*-1 in the next few years."	a change that we could see *t*-1 in the next few years	that we could see *t*-1 in the next few years	that	is	a	change	nonempty	copula	adjacent	indefinite	that	we	1pro	3		1126	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	49	85	B	2151	327	UNIVERSAL PBLIC SERV	1	1	4
144036:14	"well, it's a social disease that we have called *t*-1 one upsmanship, you know."	a social disease that we have called *t*-1 one upsmanship	that we have called *t*-1 one upsmanship	it	is	a	disease	nonempty	copula	adjacent	indefinite	that	we	1pro	5		1345	" ""MALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	45	84	B	3825	331	FAMILY REUNIONS	2	2	3
14680:5	"and the thing that we can do *t*-1 is, 0 we need money for drugs,"	the thing that we can do *t*-1	that we can do *t*-1	the thing that we can do *t*-1	is	the	thing	empty	copula	adjacent	definite	that	we	1pro	3		1129	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""GIFT"""	20	31	B	2163	304	CREDIT CARD USE	1	1	2
149308:123	"i think 0 the hardest thing for us has been, is * to find ac-, you know, leisure time activities that all of our kids can enjoy *t*-1 together with the age span that we have *t*-2, you know,"	eisure time activities that all of our kids can enjoy *t*-1 together 	that we have *t*-2	the hardest thing for us	been	the	span	nonempty	copula	adjacent	definite	that	we	1pro	2		1539	" ""MALE"""	1938	52	" ""NORTHERN"""	2	" ""CASH"""	31	53	A	4038	341	TRIAL BY JURY	1	1	1
154799:102	"but the basic idea, 0 *t*-4 it was presented *-1 to him was how can we maximize the amount of energy that we can get *t*-3 back from recycling and minimize the volume of stuff that we are putting *t*-2 into our landfill *t*-5"	the volume of stuff that we are putting *t*-2 into our landfill	that we are putting *t*-2 into our landfill	"the basic idea, 0 *t*-4 it was presented *-1 to him"	maximize	the	volume	nonempty	copula	adjacent	definite	that	we	1pro	6		1344	" ""FEMALE"""	1935	55	" ""SOUTH MIDLAND"""	3	" ""CASH"""	34	41	B	4129	322	CAPITAL PUNISHMENT	2	3	3
154799:59	"but the basic idea, 0 *t*-4 it was presented *-1 to him was how can we maximize the amount of energy that we can get *t*-3 back from recycling and minimize the volume of stuff that we are putting *t*-2 into our landfill *t*-5"	the amount of energy that we can get *t*-3 back from recycling	that we can get *t*-3 back from recycling	"the basic idea, 0 *t*-4 it was presented *-1 to him"	maximize	the	amount	nonempty	copula	adjacent	definite	that	we	1pro	6		1344	" ""FEMALE"""	1935	55	" ""SOUTH MIDLAND"""	3	" ""CASH"""	34	41	B	4129	322	CAPITAL PUNISHMENT	2	3	3
155433:81	"so we're stepping real careful and trying *-1 to see what *t*-2's the best way 0 * to save what, the little bit that we do get *t*-3, you know, on top of expenses every month *t*-4."	"the little bit that we do get *t*-3, you know, on top of expenses every month"	"that we do get *t*-3, you know, on top of expenses every month"	we	are	the	bit	nonempty	copula	adjacent	definite	that	we	1pro	11		1585	" ""MALE"""	1969	21	" ""WESTERN"""	2	" ""CASH"""	63	111	A	4137	320	BUYING A CAR	2	2	2
157771:69	"whatever *t*-1's left over is disposable in-, disposable, dis-, yeah, discretionary income, that we use *t*-2 for the rest of the month,"	"discretionary income, that we use *t*-2 for the rest of the month"	that we use *t*-2 for the rest of the month	whatever's left over	is	discretionary	income	nonempty	copula	adjacent	indefinite	that	we	1pro	8		1604	" ""MALE"""	1963	27	" ""NORTHERN"""	2	" ""CASH"""	40	60	B	4168	308	MUSIC	1	2	1
158048:5	"and the time that my, we spent *t*-1 with our dad was,"	"the time that my, we spent *t*-1 with our dad"	"that my, we spent *t*-1 with our dad"	"the time that my, we spent *t*-1 with our dad"	was	the	time	empty	copula	adjacent	definite	that	we	1pro	6		1595	" ""MALE"""	1962	28	" ""NYC"""	3	" ""CASH"""	11	20	A	4171	345	JOB BENEFITS	3	2	4
158602:17	"the other, the other group that we had *t*-1 was kind of interesting."	the other group that we had *t*-1	that we had *t*-1	the other group that we had *t*-1	was	the	group	nonempty	copula	adjacent	definite	that	we	1pro	2		1580	" ""FEMALE"""	1972	18	" ""SOUTHERN"""	2	" ""CASH"""	115	144	A	4175	335	RECYCLING	3	4	3
171615:22	"you know, so, uh, the only thing 0 we're, you know, that we do *t*-1 now is, uh, i keep a, a little spread sheet of, uh, what i call *t*-2 the net worth calculation which *t*-3 is just the, the present value of various kinds of investments and so worth."	"the only thing 0 we're, you know, that we do *t*-1 now"	"0 we're, you know, that we do *t*-1 now"	"the only thing 0 we're, you know, that we do *t*-1 now"	know	the	thing	empty	copula	adjacent	unique	that	we	1pro	6		1165	" ""MALE"""	1937	53	" ""NORTHERN"""	2	" ""NONE"""	21	47	A	4736	322	CAPITAL PUNISHMENT	3	1	1
171623:60	"uh, that's really about, you know, the extent of, uh, of the kind of, uh, financial score keeping that we're doing *t*-2."	"the kind of, uh, financial score keeping that we're doing *t*-2"	that we're doing *t*-2	that	is	the	kind	empty	copula	adjacent	definite	that	we	1pro	2		1677	" ""MALE"""	1971	19	" ""WESTERN"""	2	" ""CASH"""	24	52	B	4736	322	CAPITAL PUNISHMENT	3	1	1
173839:72	"i think 0 that's a, a loss of civic virtue and a loss of, uh, uh, the cultural attitude that we used *-1 to have *t*-2 that education was first even if it wasn't our kids."	the cultural attitude that we used *-1 to have *t*-2 that education was first even if it wasn't our kids	that we used *-1 to have *t*-2	that	is	the	attitude	nonempty	copula	adjacent	definite	that	we	1pro	4		1503	" ""MALE"""	1956	34	" ""WESTERN"""	2	" ""CASH"""	46	81	B	4858	328	VIETNAM WAR	1	1	1
19310:20	"uh, the u s isn't the threat that we've always made them out *-2 to be *t*-1, you know, even if they're saying that beneath the doors."	the threat that we've always made them out *-2 to be *t*-1	that we've always made them out *-2 to be *t*-1	the u s	is	the	threat	nonempty	copula	adjacent	definite	that	we	1pro	6		1140	" ""MALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	105	174	A	2253	311	BOOKS AND LITERATURE	3	2	2
22097:5	"and the one thing that we noticed *t*-1 that *t*-2 over the years has gotten worse and worse is hispanic, uh, gang crime in the city"	the one thing that we noticed *t*-1 that *t*-2 over the years has gotten worse and worse	that we noticed *t*-1	the one thing that we noticed *t*-1 that *t*-2 over the years has gotten worse and worse	is	the	thing	empty	copula	adjacent	definite	that	we	1pro	2		1053	" ""FEMALE"""	1967	23	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	109	155	A	2290	360	FISHING	1	1	1
22101:21	"and that has, uh, been the worse thing that we've seen *t*-1 happening."	the worse thing that we've seen *t*-1 happening	that we've seen *t*-1 happening	that	has	the	thing	empty	copula	adjacent	unique	that	we	1pro	5	"Is this supposed to say ""worst?"" Because if it is, this is unique.  I think so."	1101	" ""MALE"""	1939	51	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	110	157	B	2290	360	FISHING	1	1	1
25375:28	"but it was it was that sort of thing that we never like *-1 to see *t*-2 in the, the late spring time."	"that sort of thing that we never like *-1 to see *t*-2 in the, the late spring time"	"that we never like *-1 to see *t*-2 in the, the late spring time"	it	was	that	sort	empty	copula	adjacent	indefinite	that	we	1pro	5		1071	" ""FEMALE"""	1951	39	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	42	74	B	2334	304	CREDIT CARD USE	2	2	1
28133:19	"i think 0 that's the thing that we're going *-1 to see *t*-2,"	the thing that we're going *-1 to see *t*-2	that we're going *-1 to see *t*-2	that	is	the	thing	empty	copula	adjacent	definite	that	we	1pro	4		1135	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	144	204	B	2372	325	COMPUTERS			
36618:3	"the campsite that we went to *t*-1 was an area that,"	the campsite that we went to *t*-1	that we went to *t*-1	the campsite that we went to *t*-1	was	the	campsite	nonempty	copula	adjacent	definite	that	we	1pro	2		1016	" ""FEMALE"""	1945	45	" ""SOUTHERN"""	2	" ""GIFT"""	55	78	A	2455	329	WOMEN'S ROLES	1	1	1
42591:36	"and, i guess i think, 0 the other thing that we ought *-2 to control *t*-1 to some extent is, 0 there should be some law against the types of gu-,"	the other thing that we ought *-2 to control *t*-1 to some extent	that we ought *-2 to control *t*-1 to some extent	the other thing that we ought *-2 to control *t*-1 to some extent	is	the	thing	empty	copula	adjacent	definite	that	we	1pro	4		1083	" ""FEMALE"""	1962	28	" ""SOUTHERN"""	2	" ""CASH"""	57	146	A	2492	361	GARDENING	3	2	2
48507:52	"and we're doing our entire layout on the computer, uh, because of the graphics program and a page maker program that we have *t*-1, a publishing program."	a page maker program that we have *t*-1	that we have *t*-1	we	are	a	program	nonempty	copula	adjacent	indefinite	that	we	1pro	5		1101	" ""MALE"""	1939	51	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	66	101	B	2547	343	HOUSES	3	1	2
52714:9	"they were the kind of people that, i think mostly, we would want *t*-1 to receive it. if it *ich*-3 was presented *-1 0 * to see *t*-2."	"the kind of people that, i think mostly, we would want *t*-1 to receive it. if it *ich*-3 was presented *-1 0 * to see *t*-2"	"that, i think mostly, we would want *t*-1 to receive it. if it *ich*-3 was presented *-1 0 * to see *t*-2"	they	were	the	kind	empty	copula	adjacent	definite	that	we	1pro	10		1232	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	3	" ""CASH"""	7	12	A	2587	349	NEWS MEDIA	2	2	4
62415:28	"but the problem is that you can't put the type of card that we need *t*-1 to put in it, in it. and even though they told us in advance that you could *?*,"	the type of card that we need *t*-1 to put in it	that we need *t*-1 to put in it	the problem	is	the	type	empty	copula	adjacent	definite	that	we	1pro	5		1018	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	109	233	A	2667	356	EXERCISE AND FITNESS	1	1	1
63250:86	"i wish, uh, 0 it had started a long time ago, is the problem, because we're so wound up in the in the system that we've got *t*-1 that, you know, * trying *-2 to convert over,"	the system that we've got *t*-1	that we've got *t*-1	we	are	the	system	nonempty	copula	adjacent	definite	that	we	1pro	2		1031	" ""FEMALE"""	1940	50	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	22	35	A	2676	313	WEATHER CLIMATE	3	3	3
69699:30	"well, right now we're we're having the little bit of spring that we have *t*-1."	the little bit of spring that we have *t*-1	that we have *t*-1	we	are	the	bit	nonempty	copula	adjacent	definite	that	we	1pro	2		1122	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	9	" ""GIFT"""	96	234	B	2775	343	HOUSES	1	3	1
70488:33	"and so, what we did *t*-1 was draw up a budget that we thought, uh, 0 *t*-2 was realistic."	"a budget that we thought, uh, 0 *t*-2 was realistic"	"that we thought, uh, 0 *t*-2 was realistic"	What	was	a	budget	nonempty	copula	adjacent	indefinite	that	we	1pro	4	"did not count the ""uh"" as part of the RC length"	1244	" ""FEMALE"""	1937	53	" ""SOUTHERN"""	2	" ""CASH"""	59	106	A	2785	361	GARDENING	2	2	2
70829:84	"and that, that was an area that i, i perceive *t*-1 as *-2 not being the best expenditure for the amount of dollar that we're taxed *-4 for *t*-3,"	the amount of dollar that we're taxed *-4 for *t*-3	that we're taxed *-4 for *t*-3	i	being	the	amount	nonempty	copula	adjacent	definite	that	we	1pro	3		1045	" ""FEMALE"""	1969	21	" ""WESTERN"""	2	" ""CASH"""	40	72	B	2789	356	EXERCISE AND FITNESS	3	2	2
71767:76	"the, uh, the, some of the nautilus equipment that i started *-1 seeing *t*-2 at the one that we used *-3 to go to *t*-4 was really interesting,"	the one that we used *-3 to go to *t*-4	that we used *-3 to go to *t*-4	some of the nautilus equipment	was	the	one	empty	copula	adjacent	definite	that	we	1pro	5		1042	" ""FEMALE"""	1938	52	" ""NEW ENGLAND"""	1	" ""CASH"""	108	204	B	2792	311	BOOKS AND LITERATURE	2	3	2
73055:11	and that's something that we're struggling with *t*-1 now.	something that we're struggling with *t*-1 now	that we're struggling with *t*-1 now	that	is	something	something	empty	copula	adjacent	pronoun	that	we	1pro	4		1252	" ""FEMALE"""	1933	57	" ""WESTERN"""	2	" ""CASH"""	7	15	A	2826	334	SOCIAL CHANGE	2	2	2
74271:142	"the thing that *t*-1 worries me about that is that if you just raise salaries across the board, you're going *-2 to be, uh, rewarding people who *t*-3've been doing a lousy job. and instead of getting the, uh, improvement that we want *t*-4."	"the, uh, improvement that we want *t*-4"	that we want *t*-4	you	be	the	improvement	nonempty	copula	adjacent	definite	that	we	1pro	4		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	16	19	B	2835	334	SOCIAL CHANGE	2	4	2
75651:15	"you know, and just a lot of things that we're trying *-1 to worry about, you know, * protecting these people from *t*-2, we just don't protect them."	"just a lot of things that we're trying *-1 to worry about, you know, * protecting these people from *t*-2"	"that we're trying *-1 to worry about, you know, * protecting these people from *t*-2"	we	are	just	lot	empty	copula	adjacent	indefinite	that	we	1pro	11		1105	" ""FEMALE"""	1944	46	" ""NYC"""	3	" ""CASH"""	87	137	A	2840	353	PUBLIC EDUCATION	1	1	1
77561:28	and that's always been a little bit of a tradition that we've had *t*-1.	a tradition that we've had *t*-1	that we've had *t*-1	that	has	a	tradition	nonempty	copula	adjacent	indefinite	that	we	1pro	2		1252	" ""FEMALE"""	1933	57	" ""WESTERN"""	2	" ""CASH"""	107	126	A	2868	310	VACATION SPOTS	2	2	1
77566:11	"so this was one thing that we, um, weren't able *-1 to do *t*-2 this year,"	"one thing that we, um, weren't able *-1 to do *t*-2 this year"	"that we, um, weren't able *-1 to do *t*-2 this year"	this	was	one	thing	empty	copula	adjacent	indefinite	that	we	1pro	7	"Did not count ""um"" as part of the RC Length. "	1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	110	129	B	2868	310	VACATION SPOTS	2	2	1
78156:17	"so any, any vacation that we go on *t*-1 is usually, involves, close to the ocean, or, or something like that."	any vacation that we go on *t*-1	that we go on *t*-1	any vacation that we go on *t*-1	is	any	vacation	nonempty	copula	adjacent	pronoun	that	we	1pro	3		1231	" ""FEMALE"""	1956	34	" ""MIXED"""	3	" ""CASH"""	166	265	B	2870	355	ELECTIONS AND VOTING	2	3	2
85845:78	"uh, the reason 0 i quite *t*-2 was just because the, the doctor a, a certain doctor that we en-, enjoyed *-3 going to *t*-1 was no longer associated with that h m o"	"a certain doctor that we en-, enjoyed *-3 going to *t*-1"	"that we en-, enjoyed *-3 going to *t*-1"	"a certain doctor that we en-, enjoyed *-3 going to *t*-1"	was	a	doctor	nonempty	copula	adjacent	indefinite	that	we	1pro	4	I did not count the partial word in the RC length	1108	" ""MALE"""	1950	40	" ""NORTHERN"""	2	" ""GIFT"""	74	101	B	3021	314	GUN CONTROL	1	1	1
89172:25	"i was trying *-1 to think of the other one that we had rented *t*-2 lately, uh,"	the other one that we had rented *t*-2 lately	that we had rented *t*-2 lately	I	think	the	one	empty	copula	adjacent	definite	that	we	1pro	4		1278	" ""MALE"""	1956	34	" ""SOUTHERN"""	0	" ""GIFT"""	22	45	B	3056	311	BOOKS AND LITERATURE	2	1	1
89477:3	"the house that we got *t*-1 is small enough so my husband and i,"	the house that we got *t*-1	that we got *t*-1	the house that we got *t*-1	is	the	house	nonempty	copula	adjacent	definite	that	we	1pro	2		1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	39	68	B	3062	353	PUBLIC EDUCATION	2	1	1
