Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Type	Adjacency	Type of Antecedent	Relativizer	RClength	CorrectedRClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
52703:16	"and, you'd see the same kid who *t*-1 were back out there in two days."	the same kid who *t*-1 were back out there in two days	who *t*-1 were back out there in two days	you	see	the	kid	nonempty	other	adjacent	definite	who	9	7		1135	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	4	4	B	2587	349	NEWS MEDIA	2	2	4
61240:8	"and then my mother who *t*-1's very elderly lives with us,"	my mother who *t*-1's very elderly	who *t*-1's very elderly	my mother who *t*-1's very elderly	lives	my	mother	nonempty	other	adjacent	definite	who	5	2		1052	" ""MALE"""	1930	60	" ""NYC"""	2	" ""CASH"""	94	170	B	2653	325	COMPUTERS	2	1	2
66494:83	"but then you have *-1 to decide, you know, as a member of society what *t*-5 do i want *-2 to do *t*-3 with this guy who *t*-4 did this thing."	this guy who *t*-4 did this thing	who *t*-4 did this thing	*-2	do	this	guy	empty	other	adjacent	definite	who	5	3		1087	" ""MALE"""	1958	32	" ""NORTHERN"""	3	" ""CASH"""	81	147	B	2724	356	EXERCISE AND FITNESS	2	2	2
76205:18	"you can't really expect that parent who *t*-1's, quite frankly a loser in life, as it is *?* to, to care about the, the situation with their child,"	"that parent who *t*-1's, quite frankly a loser in life, as it is *?*"	"who *t*-1's, quite frankly a loser in life, as it is *?*"	"that parent who *t*-1's, quite frankly a loser in life, as it is *?*"	care	that	parent	nonempty	other	adjacent	definite	who	14	12		1244	" ""FEMALE"""	1937	53	" ""SOUTHERN"""	2	" ""CASH"""	195	262	A	2851	364	HOBBIES AND CRAFTS	3	4	2
76364:57	"and you know, as a teacher you're alert, you're alert for the kid who *t*-1's very drowsy."	the kid who *t*-1's very drowsy	who *t*-1's very drowsy	you	know	the	kid	nonempty	other	adjacent	definite	who	5	2		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	51	79	A	2858	358	FAMILY LIFE	2	1	3
76365:15	"you're alert to the kid who *t*-1 suddenly has a, um, behavioral change,"	"the kid who *t*-1 suddenly has a, um, behavioral change"	"who *t*-1 suddenly has a, um, behavioral change"	you	're	the	kid	nonempty	other	adjacent	definite	who	8	6		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	51	79	A	2858	358	FAMILY LIFE	2	1	3
81151:12	"she disappeared from her hu-, uh, husband who *t*-1 was abusing her."	"her hu-, uh, husband who *t*-1 was abusing her"	who *t*-1 was abusing her	she	disappeared	her	husband	nonempty	other	adjacent	definite	who	5	3	"arguably non-restrictive, but I counted it"	1259	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""CASH"""	84	140	B	2938	302	AIR POLLUTION	2	3	1
84664:29	"so they, they picked on this kid who *t*-1 was like new in town."	this kid who *t*-1 was like new in town	who *t*-1 was like new in town	they	picked	this	kid	nonempty	other	adjacent	definite	who	7	5		1156	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	2	" ""GIFT"""	82	130	A	3011	343	HOUSES	2	2	1
87388:58	"china cry was basically the, the true story written * by this, this lady who *t*-3 had, uh, was a native, a native chinese, uh, uh, who *t*-4 was raised *-5 by christian parents."	"this lady who *t*-3 had, uh, was a native, a native chinese, uh, uh, who *t*-4 was raised *-5 by christian parents"	"who *t*-3 had, uh, was a native, a native chinese, uh, uh, who *t*-4 was raised *-5 by christian parents"		was	this	lady	empty	other	adjacent	definite	who	20	18		1284	" ""MALE"""	1968	22	" ""SOUTH MIDLAND"""	2	" ""CASH"""	130	210	B	3041	348	MOVIES	2	1	1
89869:105	"and he supposedly got this, this, s-, story, uh, i mean this, uh, was contacted *-1 by this guy who *t*-2 had these, these memos 0 he wanted *-3 to sell *t*-4,"	"this guy who *t*-2 had these, these memos 0 he wanted *-3 to sell *t*-4"	"who *t*-2 had these, these memos 0 he wanted *-3 to sell *t*-4"	he	got	this	guy	empty	other	adjacent	definite	who	13	11		1278	" ""MALE"""	1956	34	" ""SOUTHERN"""	0	" ""GIFT"""	49	97	B	3067	331	FAMILY REUNIONS	3	1	1
95530:3	"my father who *t*-1 is very old has kept one his entire life,"	my father who *t*-1 is very old	who *t*-1 is very old	my father who *t*-1 is very old	has	my	father	nonempty	other	adjacent	definite	who	5	3		1292	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	3	" ""CASH"""	43	58	A	3096	329	WOMEN'S ROLES	4	3	1
98341:10	"they let this person who *t*-1 had ruined it uh, become, well, die or whatever."	this person who *t*-1 had ruined it	who *t*-1 had ruined it	this person who *t*-1 had ruined it	become	this	person	empty	other	adjacent	definite	who	5	3		1316	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""CASH"""	38	67	A	3120	324	CHOOSING A COLLEGE	4	2	2
147579:54	"i think 0 it *exp*-1's, uh, really neat * to see *ich*-4 and all that educated minority, uh, person who *t*-2 really knows what they're talking about *t*-3."	"that educated minority, uh, person who *t*-2 really knows what they're talking about *t*-3"	who *t*-2 really knows what they're talking about *t*-3	it *exp*-1	see	that	person	empty	other 	adjacent	definite	who	10	8		1514	" ""FEMALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	25	32	A	4019	351	PETS	1	1	1
151255:41	"although in my case i might have been more, uh, sympathetic with the person who *t*-1 got caught *-2,"	the person who *t*-1 got caught *-2	who *t*-1 got caught *-2	i	have	the	person	empty	possessive	adjacent	definite	who	5	3		1503	" ""MALE"""	1956	34	" ""WESTERN"""	2	" ""CASH"""	10	17	B	4074	351	PETS	1	1	1
66389:9	"you have the occasional person who *t*-1 may have been falsely accused *-2,"	the occasional person who *t*-1 may have been falsely accused *-2	who *t*-1 may have been falsely accused *-2	you	have	the	person	empty	possessive	adjacent	definite	who	8	6		1237	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	2	" ""CASH"""	42	82	A	2724	356	EXERCISE AND FITNESS	2	2	2
163591:18	"there was a story of a woman last year who, who *t*-1 actually did slip on the ice and, and like sprained her ankle"	"a woman last year who, who *t*-1 actually did slip on the ice and, and like sprained her ankle"	"who, who *t*-1 actually did slip on the ice and, and like sprained her ankle"	there	was	a	woman	empty	existential	1	indefinite	who	15	13		1638	" ""MALE"""	1956	34	" ""WESTERN"""	2	" ""CASH"""	24	44	A	4353	357	FAMILY FINANCE	2	2	1
169429:58	"i, i, i like *-1 to refer to this as sort of consumer report phenomenon. which *t*-2 is 0 everybody that i know *t*-3 reads consumer reports so the people who *t*-4 do feel that consumer reports does a wholly inadequate job in their area of particular interest. but, assume that they do a reasonable job in other areas. uh, without *-6 thinking that there were people in, who *t*-5 think 0 each other areas, area of, of specialty"	"sort of consumer report phenomenon. which *t*-2 is 0 everybody that i know *t*-3 reads consumer reports so the people who *t*-4 do feel that consumer reports does a wholly inadequate job in their area of particular interest. but, assume that they do a reasonable job in other areas. uh, without *-6 thinking that there were people in, who *t*-5 think 0 each other areas, area of, of specialty"	"which *t*-2 is 0 everybody that i know *t*-3 reads consumer reports so the people who *t*-4 do feel that consumer reports does a wholly inadequate job in their area of particular interest. but, assume that they do a reasonable job in other areas. uh, without *-6 thinking that there were people in, who *t*-5 think 0 each other areas, area of, of specialty"	*-1	refer	sort of	people	empty	existential	1	indefinite	who	64	8	"three RCs in this example; the one the parser found was non-restrictive, but added entries for the other two"	1190	" ""MALE"""	1941	49	" ""NYC"""	3	" ""GIFT"""	43	77	A	4679	341	TRIAL BY JURY	1	1	1
48857:33	"if, if you've got a guy who's, who *t*-1's been to trial and has been in and out of jail, you know, basically a, a three time loser for the twelfth time, you know, and he goes out and kills somebody, he's not going *-2 to be reformed *-3,"	"a guy who's, who *t*-1's been to trial and has been in and out of jail"	"who's, who *t*-1's been to trial and has been in and out of jail"	you	've	a	guy	empty	possessive	1	indefinite	who	16	14		1053	" ""FEMALE"""	1967	23	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	53	84	B	2548	320	BUYING A CAR	1	2	1
91445:161	"not only am, am i re-, reading it *-2 to decide whether or not it should be reviewed *-1, but also, um, because the board of advisers for this, um, journal doesn't have, right now doesn't have a really respected name, um, who *t*-3's a, uh, a scholar on, on music,"	"a really respected name, um, who *t*-3's a, uh, a scholar on, on music"	"who *t*-3's a, uh, a scholar on, on music"	"the board of advisers for this, um, journal"	does	a	name	nonempty	possessive	1	indefinite	who	10	8		1284	" ""MALE"""	1968	22	" ""SOUTH MIDLAND"""	2	" ""CASH"""	120	185	A	3072	310	VACATION SPOTS	2	1	1
91769:9	"we have a biographer who, who *t*-1 continues every year *-2 to save clippings on any family member,"	"a biographer who, who *t*-1 continues every year *-2 to save clippings on any family member"	"who, who *t*-1 continues every year *-2 to save clippings on any family member"	we	have	a	biographer	nonempty	possessive	1	indefinite	who	14	12		1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	101	173	A	3073	339	TV PROGRAMS	2	1	1
108908:28	"there's, there's a lot of different organizations who, uh, who *t*-1 do give grants,"	"a lot of different organizations who, uh, who *t*-1 do give grants"	"who, uh, who *t*-1 do give grants"	there		a	organizations	nonempty	existential	2	indefinite	who	7	5		1098	" ""FEMALE"""	1957	33	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	159	191	A	3237	343	HOUSES	1	1	1
86403:10	"uh, and a friend of mine who *t*-1 had gone for a business trip to china"	a friend of mine who *t*-1 had gone for a business trip to china	who *t*-1 had gone for a business trip to china			a	friend	nonempty	lone head	2	indefinite	who	10	8		1229	" ""FEMALE"""	1950	40	" ""NORTHERN"""	3	" ""CASH"""	51	85	A	3030	306	RECIPES/FOOD/COOKING	1	1	1
174242:27	"i, i know of a couple of people at least who *t*-1 would be arguing with that. or arguing against that pretty vehemently."	a couple of people at least who *t*-1 would be arguing with that. or arguing against that pretty vehemently	who *t*-1 would be arguing with that. or arguing against that pretty vehemently	i	know	a	couple	nonempty	other	2	indefinite	who	13	11		1697	" ""FEMALE"""	1940	50	" ""WESTERN"""	2	" ""CASH"""	27	38	B	4877	323	CHILD CARE	1	2	1
31497:18	"we really only know of one, uh, young man who, uh, who *t*-1's a fam-,"	"one, uh, young man who, uh, who *t*-1's a fam-"	"who, uh, who *t*-1's a fam-"	we	know	one	man	empty	other	2	indefinite	who	7	5		1214	" ""FEMALE"""	1960	30	" ""NEW ENGLAND"""	2	" ""CASH"""	157	284	A	2423	364	HOBBIES AND CRAFTS	2	2	1
97739:18	"i am married *-1 to a wonderful man, you know, who *t*-2 treats me very, you know, with a, with as,"	"a wonderful man, you know, who *t*-2 treats me very, you know, with a, with as"	"who *t*-2 treats me very, you know, with a, with as"	i	am	a	man	empty	other	2	indefinite	who	11	9	"arguably non-restrictive, but I counted it"	1288	" ""MALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	130	193	A	3111	312	CRIME	2	3	2
15455:11	"and they have a particular child actor, uh, who *t*-1's, who *t*-2's being supposedly run *-3 down by a buffalo."	"a particular child actor, uh, who *t*-1's, who *t*-2's being supposedly run *-3 down by a buffalo"	"who *t*-1's, who *t*-2's being supposedly run *-3 down by a buffalo"	they	have	a	actor	nonempty	possessive	2	indefinite	who	14	12		1057	" ""FEMALE"""	1963	27	" ""NORTH MIDLAND"""	2	" ""CASH"""	106	177	B	2177	348	MOVIES	2	1	1
60188:37	"i had a friend in col-, i had a friend in college who *t*-1 had a, um, had a pet rat for a while."	"a friend in college who *t*-1 had a, um, had a pet rat for a while"	"who *t*-1 had a, um, had a pet rat for a while"	i	had	a	friend	nonempty	possessive	2	indefinite	who	12	10		1135	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	56	97	B	2648	302	AIR POLLUTION	3	2	2
88241:11	"and i have a sister-in-law who *t*-1 is, who *t*-2 works in the fort worth school district."	"a sister-in-law who *t*-1 is, who *t*-2 works in the fort worth school district"	"who *t*-1 is, who *t*-2 works in the fort worth school district"	i	have	a	sister-in-law	nonempty	possessive	2	indefinite	who	12	10		1094	" ""FEMALE"""	1960	30	" ""SOUTH MIDLAND"""	2	" ""CASH"""	24	34	B	3049	348	MOVIES	3	1	1
167112:9	"you get a guy down the street who *t*-1 comes up, uh, *-2 carrying a kni-,"	"a guy down the street who *t*-1 comes up, uh, *-2 carrying a kni-"	"who *t*-1 comes up, uh, *-2 carrying a kni-"	you	get	a	guy	empty	possessive	3	indefinite	who	9	7		1199	" ""MALE"""	1941	49	" ""SOUTHERN"""	3	" ""CASH"""	38	63	A	4603	327	UNIVERSAL PBLIC SERV	3	1	1
176917:9	i had a friend with a tractor who *t*-1 dug the pier holes	a friend with a tractor who *t*-1 dug the pier holes	who *t*-1 dug the pier holes	i	had	a	friend	nonempty	possessive	3	indefinite	who	6	4		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
37646:24	"in other words if you've got a player on your team who *t*-1's helping your team, then * keep him there."	a player on your team who *t*-1's helping your team	who *t*-1's helping your team	you	've	a	player	nonempty	possessive	3	indefinite	who	6	4		1090	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	95	187	A	2465	325	COMPUTERS	3	2	2
77659:14	"well, we had a sociologist at the center where i work *t*-2 who *t*-1 was writing a book on, uh, multigeneration, um, matriarchies, in a way. uh, where the tradition in the family has been for a teenaged daughter to have a baby while she's still living at home with the mother *t*-3"	"a sociologist at the center where i work *t*-2 who *t*-1 was writing a book on, uh, multigeneration, um, matriarchies, in a way. uh, where the tradition in the family has been for a teenaged daughter to have a baby while she's still living at home with the mother *t*-3"	"who *t*-1 was writing a book on, uh, multigeneration, um, matriarchies, in a way. uh, where the tradition in the family has been for a teenaged daughter to have a baby while she's still living at home with the mother *t*-3"	we	had	a	sociologist	nonempty	possessive	3	indefinite	who	42	40		1252	" ""FEMALE"""	1933	57	" ""WESTERN"""	2	" ""CASH"""	147	184	A	2868	310	VACATION SPOTS	2	2	1
79787:9	"we have a boy living with us who *t*-1 works for a credit card, uh, company that,"	"a boy living with us who *t*-1 works for a credit card, uh, company that"	"who *t*-1 works for a credit card, uh, company that"	we	have	a	boy	nonempty	possessive	3	indefinite	who	10	8		1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	78	126	B	2896	350	PAINTING	1	2	1
31527:14	"and he's now a young man about twenty, i guess 0 *t*-2, who, um, *t*-1 just got really down the wrong path."	"a young man about twenty, i guess 0 *t*-2, who, um, *t*-1 just got really down the wrong path"	"who, um, *t*-1 just got really down the wrong path"			a	man	empty	copula	4	indefinite	who	10	8		1140	" ""MALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	166	304	B	2423	364	HOBBIES AND CRAFTS	2	2	1
89695:21	"and, uh, they brought in a very elderly man from a nursing home who *t*-1 had, had, uh, apparently inhaled some chicken 0 he was eating *t*-2."	"a very elderly man from a nursing home who *t*-1 had, had, uh, apparently inhaled some chicken 0 he was eating *t*-2"	"who *t*-1 had, had, uh, apparently inhaled some chicken 0 he was eating *t*-2"	they	brought	a	man	empty	other	4	indefinite	who	14	12		1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	129	197	B	3062	353	PUBLIC EDUCATION	2	1	1
8378:09:00	"i have another gentleman, friend of mine, who, uh, who *t*-2 had a house built *-1"	"another gentleman, friend of mine, who, uh, who *t*-2 had a house built *-1"	"who, uh, who *t*-2 had a house built *-1"	i	have	another	friend	nonempty	possessive	5	indefinite	who	9	7		1061	" ""MALE"""	1957	33	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	8	40	B	2079	343	HOUSES	2	1	2
76157:20	"if, uh, you've some kid who *t*-2 doesn't have, uh, who *t*-1's from a broken family, the schools are supposed *-3 to fill that void."	"some kid who *t*-2 doesn't have, uh, who *t*-1's from a broken family"	"who *t*-2 doesn't have, uh, who *t*-1's from a broken family"	you	've	some	kid	nonempty	possessive	5	indefinite	who	13	11		1171	" ""MALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	172	236	B	2851	364	HOBBIES AND CRAFTS	3	4	2
15759:9	"there was one guy that we tested *t*-1 for preemployment for drugs who *t*-2 absolutely swore up and down that it showed that he was using amphetamines,"	one guy that we tested *t*-1 for preemployment for drugs who *t*-2 absolutely swore up and down that it showed that he was using amphetamines	who *t*-2 absolutely swore up and down that it showed that he was using amphetamines	there	was	one	guy	empty	existential	7	indefinite	who	15	13		1152	" ""FEMALE"""	1947	43	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	125	163	A	2184	354	DRUG TESTING	2	1	1
4272:33:00	"uh, i'm, i am a person who *t*-1 wishes 0 i had more time 0 * to exercise *t*-2."	a person who *t*-1 wishes 0 i had more time 0 * to exercise *t*-2	who *t*-1 wishes 0 i had more time 0 * to exercise *t*-2	i	'm	a	person	empty	copula	adjacent	indefinite	who	13	11		1110	" ""MALE"""	1961	29	" ""WESTERN"""	3	" ""CASH"""	11	16	A	2041	356	EXERCISE AND FITNESS	3	2	2
9565:12:00	"he's like a semigovernment type agent. who *t*-1 goes out then to, uh, works for the phoenix foundation, supposedly."	"a semigovernment type agent. who *t*-1 goes out then to, uh, works for the phoenix foundation, supposedly"	"who *t*-1 goes out then to, uh, works for the phoenix foundation, supposedly"	he		a	agent	nonempty	copula	adjacent	indefinite	who	13	11		1056	" ""MALE"""	1948	42	" ""WESTERN"""	3	" ""CASH"""	20	30	B	2102	339	TV PROGRAMS	3	1	1
101046:18	"uh, the first one was an, elderly lady who *t*-1 was putting a, a daughter through nursing school just purely on baby-sitting money."	"an, elderly lady who *t*-1 was putting a, a daughter through nursing school just purely on baby-sitting money"	"who *t*-1 was putting a, a daughter through nursing school just purely on baby-sitting money"	the first one	was	an	lady	empty	copula	adjacent	indefinite	who	15	13		1280	" ""FEMALE"""	1958	32	" ""NYC"""	3	" ""CASH"""	44	69	A	3140	334	SOCIAL CHANGE	3	2	2
104048:31	"and neal, uh, neal's a person who *t*-1 says, i like *-2 to pick it up"	"a person who *t*-1 says, i like *-2 to pick it up"	"who *t*-1 says, i like *-2 to pick it up"	neal		a	person	empty	copula	adjacent	indefinite	who	10	8		1361	" ""FEMALE"""	1966	24	" ""WESTERN"""	2	" ""CASH"""	6	25	B	3168	354	DRUG TESTING	2	2	2
117548:11	"my husband is a hunter, fisherman, outdoorsman, marlboro type person who *t*-1 had *-2 to have a sporting dog."	"a hunter, fisherman, outdoorsman, marlboro type person who *t*-1 had *-2 to have a sporting dog"	who *t*-1 had *-2 to have a sporting dog	my husband	is	a	person	empty	copula	adjacent	indefinite	who	9	7		1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	13	22	A	3333	312	CRIME	1	1	1
125523:3	"a friend of mine who *t*-1's a nurse is, was telling about a wonderful new place that *t*-2 opened some place in, on fifteenth street,"	a friend of mine who *t*-1's a nurse	who *t*-1's a nurse	a friend of mine who *t*-1's a nurse	is	a	friend	nonempty	copula	adjacent	indefinite	who	5	3		1381	" ""FEMALE"""	1924	66	" ""SOUTH MIDLAND"""	2	" ""CASH"""	7	13	A	3445	348	MOVIES	1	1	1
154134:17	people who *t*-1 are journalist who *t*-2 are trained *-3 to write	journalist who *t*-2 are trained *-3 to write	who *t*-2 are trained *-3 to write	*t*-1	are	journalist	journalist	nonempty	copula	adjacent	indefinite	who	7	4	"two RCs in this example, so added an entry for other one"	1531	" ""MALE"""	1967	23	" ""NORTHERN"""	2	" ""CASH"""	53	94	A	4113	367	ETHICS IN GOVERNMENT	3	2	3
15779:17	and then i also had a friend who *t*-1 was just around some people that *t*-2 were smoking cocaine.	a friend who *t*-1 was just around some people that *t*-2 were smoking cocaine	who *t*-1 was just around some people that *t*-2 were smoking cocaine	i	had	a	friend	nonempty	copula	adjacent	indefinite	who	12	3	"two RCs in this example, so added an entry for this one"	1152	" ""FEMALE"""	1947	43	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	133	175	A	2184	354	DRUG TESTING	2	1	1
31231:30	"it's, it's not a kid who *t*-1's, you know, precocious."	"a kid who *t*-1's, you know, precocious"	"who *t*-1's, you know, precocious"	it		a	kid	nonempty	copula	adjacent	indefinite	who	6	4		1140	" ""MALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	64	109	B	2423	364	HOBBIES AND CRAFTS	2	2	1
57066:78	"where he defines dep-, democracy as everyone votes for the issues and republic is people who *t*-1 vote for someone who *t*-2 then in turn votes for the issues *t*-3."	someone who *t*-2 then in turn votes for the issues	who *t*-2 then in turn votes for the issues	*t*-1	vote	someone	people	empty	copula	adjacent	indefinite	who	9	7	"two RCs in this example, so added an entry for this one"	1069	" ""MALE"""	1950	40	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	99	195	A	2615	318	AUTO REPAIRS	2	1	1
74315:118	"at least what i used *-2 to observe *t*-3 in student teaching, was that some college kid who *t*-1 might not be all that bright * to begin with, was thrown *-7 into a class room with a teacher who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher."	"a teacher who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher"	"who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher"	some college kid who *t*-1 might not be all that bright * to begin with	be	a	teacher	nonempty	copula	adjacent	indefinite	who	39	30		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	34	46	B	2835	334	SOCIAL CHANGE	2	4	2
74315:49	"at least what i used *-2 to observe *t*-3 in student teaching, was that some college kid who *t*-1 might not be all that bright * to begin with, was thrown *-7 into a class room with a teacher who *t*-4 was harried and overworked and, uh, had too many kids 0 * to handle *t*-5 and too many things 0 * to do *t*-6 and too many interruptions * to pay much attention to the student teacher."	some college kid who *t*-1 might not be all that bright * to begin with	who *t*-1 might not be all that bright * to begin with	some college kid who *t*-1 might not be all that bright * to begin with	was	some	kid	nonempty	copula	adjacent	indefinite	who	12	9		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	34	46	B	2835	334	SOCIAL CHANGE	2	4	2
74346:23	and it happens that the teacher is an instructor who *t*-2 is in new york while jimmy's in rome.	an instructor who *t*-2 is in new york while jimmy's in rome	who *t*-2 is in new york while jimmy's in rome	the teacher	is	an	instructor	nonempty	copula	adjacent	indefinite	who	11	9		1132	" ""FEMALE"""	1942	48	" ""SOUTH MIDLAND"""	3	" ""CASH"""	43	67	A	2835	334	SOCIAL CHANGE	2	4	2
91987:27	"but we were pretty convinced 0 he was a full, hermit who *t*-1 lived up in, the woods, that he'd come in his little log boat down the river,"	"a full, hermit who *t*-1 lived up in, the woods"	"who *t*-1 lived up in, the woods"	he	was	a	hermit	nonempty	copula	adjacent	indefinite	who	7	5		1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	58	82	B	3074	335	RECYCLING	2	1	1
92641:51	"and, uh, one of the, the speakers at the meeting was a woman who *t*-1 was recycling"	a woman who *t*-1 was recycling	who *t*-1 was recycling	"one of the, the speakers at the meeting"	was	a	woman	empty	copula	adjacent	indefinite	who	4	2		1298	" ""FEMALE"""	1941	49	" ""NORTHERN"""	1	" ""CASH"""	133	222	B	3075	310	VACATION SPOTS	1	1	1
100548:39	"uh, when i was in minnesota last summer *t*-1 there was a teacher who *t*-2 said that, uh, on a given day she didn't know how many of her students *t*-3 would show up"	"a teacher who *t*-2 said that, uh, on a given day she didn't know how many of her students *t*-3 would show up"	"who *t*-2 said that, uh, on a given day she didn't know how many of her students *t*-3 would show up"	there	was	a	teacher	nonempty	existential	adjacent	indefinite	who	22	20		1320	" ""FEMALE"""	1962	28	" ""MIXED"""	1	" ""CASH"""	38	44	B	3138	306	RECIPES/FOOD/COOKING	2	1	1
103442:68	"well, i was, i saw on a human interest story, or whatever today, 0 there was a woman who *t*-1 was just being paroled *-2 and trying *-2 to make it back,"	a woman who *t*-1 was just being paroled *-2 and trying *-2 to make it back	who *t*-1 was just being paroled *-2 and trying *-2 to make it back	there	was	a	woman	empty	existential	adjacent	indefinite	who	14	12		1361	" ""FEMALE"""	1966	24	" ""WESTERN"""	2	" ""CASH"""	62	92	B	3155	348	MOVIES	3	2	2
151268:11	"and there was one guy on the jury who *t*-1 announced to everybody that he didn't need *-2 to deliberate, because he'd already decided that the guy was, uh, not guilty, and he would never vote for guilty."	"one guy on the jury who *t*-1 announced to everybody that he didn't need *-2 to deliberate, because he'd already decided that the guy was, uh, not guilty, and he would never vote for guilty"	"who *t*-1 announced to everybody that he didn't need *-2 to deliberate, because he'd already decided that the guy was, uh, not guilty, and he would never vote for guilty"	there	was	one	guy	empty	existential	adjacent	indefinite	who	32	30		1503	" ""MALE"""	1956	34	" ""WESTERN"""	2	" ""CASH"""	14	26	B	4074	351	PETS	1	1	1
168569:27	"like in our state right now, there's a fourteen year old boy who *t*-1 raped and then killed a seven year old girl"	a fourteen year old boy who *t*-1 raped and then killed a seven year old girl	who *t*-1 raped and then killed a seven year old girl	there		a	boy	nonempty	existential	adjacent	indefinite	who	11	9		1437	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	50	97	A	4633	358	FAMILY LIFE	1	1	1
174979:14	"so there's undoubtedly a proportion of people who *t*-1 do fail, you know."	a proportion of people who *t*-1 do fail	who *t*-1 do fail	there	know	a	people	empty	existential	adjacent	indefinite	who	4	2		1165	" ""MALE"""	1937	53	" ""NORTHERN"""	2	" ""NONE"""	67	94	A	4890	341	TRIAL BY JURY	1	2	1
36207:25	well i bet you 0 there's a whole bunch of homeless people up there who *t*-1 would take that job for thirteen thousand dollars a year.	a whole bunch of homeless people up there who *t*-1 would take that job for thirteen thousand dollars a year	who *t*-1 would take that job for thirteen thousand dollars a year	there	bet	a	people	empty	existential	adjacent	indefinite	who	12	10		1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	68	215	B	2445	321	CAMPING	2	2	2
41162:32	"i mean, you know, there would be one person who *t*-1 lived there that *t*-2 would have a house,"	one person who *t*-1 lived there that *t*-2 would have a house	who *t*-1 lived there	there	mean	one	person	empty	existential	adjacent	indefinite	who	4	2		1018	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	106	150	A	2486	303	CLOTHING AND DRESS	1	1	1
85730:11	and there are a lot of people who *t*-1 are good people.	a lot of people who *t*-1 are good people	who *t*-1 are good people	there	are	a	lot	empty	existential	adjacent	indefinite	who	5	3		1279	" ""MALE"""	1935	55	" ""SOUTH MIDLAND"""	2	" ""CASH"""	25	34	A	3021	314	GUN CONTROL	1	1	1
88150:28	"there's a little, oh, an old man who *t*-1's the projectionist"	an old man who *t*-1's the projectionist	who *t*-1's the projectionist	there		an	man	empty	existential	adjacent	indefinite	who	5	3		1171	" ""MALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	144	184	A	3047	324	CHOOSING A COLLEGE	3	2	2
